제조사코드,제조사명,제조사 주소,홈페이지주소,등록일
0145,금장산업,경북 칠곡군 지천면 달서원길 18-16 ,gumjang.hostibz.com/,2022-12-01 오후 01:13:26
0146,(유)금탑공조산업,광주 광산구 송도로 162번길 26 ,,2022-12-01 오후 01:13:26
0147,금평기계,인천 서구 봉수대로 1526 ,,2022-12-01 오후 01:13:26
0148,금호기계,경상남도 하동군 진교면 달구지길 46,m.kino5383.cafe24.com/,2022-12-01 오후 01:13:26
0149,금호씨에스씨(주),경남 사천시 용현면 안점봉수대길 135 ,,2022-12-01 오후 01:13:26
0150,금호이엔지(주),"경기도 화성시 동탄첨단산업1로 14, 710호",kumhoeng.kr,2022-12-01 오후 01:13:26
0152,기연기계상사,강원도 평창군 진부면 상진부리 261-4 (평창산업),www.ppcc.co.kr/default/index.php,2022-12-01 오후 01:13:26
0153,(주)기현,경남 진주시 돗골로 66 기현기현공업사/(주)기현 ,www.kihyunmc.com,2022-12-01 오후 01:13:26
0155,꽃따비,"경기 의왕시 포도원로 46(오전동, 대명구름채아파트) 204동 604호 ",,2022-12-01 오후 01:13:26
0158,(유)나다교역,전북 익산시 오산면 만신길 4 ,,2022-12-01 오후 01:13:26
0159,나드리농기,경북 고령군 대가야읍 왕릉로 41 ,,2022-12-01 오후 01:13:26
0160,나라산업(주),충남 천안시 성환읍 안궁3길 6 ,www.narasanup.co.kr,2022-12-01 오후 01:13:26
0161,(주)나라항공기술,전남 영암군 삼호읍 대불주거3로 55 별관동 101호 ,www.naraaviation.com/,2022-12-01 오후 01:13:26
0162,나로앤텍,경기 양주시 광적면 삼일로 181(나동) ,,2022-12-01 오후 01:13:26
0163,나로테크,전남 나주시 산포면 내기1길 58-7 ,https://m.blog.daum.net/mhb26k,2022-12-01 오후 01:13:26
0164,나무꾼보일러(주),경기도 화성시 팔탄면 버들로 1467,https://blog.yeogie.com/nmgboiler/,2022-12-01 오후 01:13:26
0165,나사산업,충남 예산군 오가면 오신로 7 ,nasaindustry.co.kr,2022-12-01 오후 01:13:26
0166,(주)나우이엘,경기 김포시 대곶면 율생중앙로169번길 63 ,www.nawooel.com/,2022-12-01 오후 01:13:26
0167,나이스위드,대구 북구 노원로 147 ,www.nicewith.com/,2022-12-01 오후 01:13:26
0168,나이스텍(주),충남 아산시 인주면 인주로 197 ,www.enice.co.kr,2022-12-01 오후 01:13:26
0169,낙우산업(주),경남 산청군 산청읍 산수로 116-54 ,www.lakwoo.co.kr/kor/main/main.html,2022-12-01 오후 01:13:26
0171,남덕공업,경남 함양군 서상면 서상로 146 ,,2022-12-01 오후 01:13:26
0173,(주)남부,경남 창원시 의창구 팔용동 42-22 ,www.supergun.co.kr/mobile/kor/main/main.html,2022-12-01 오후 01:13:26
0175,남선엔지니어링,경기 남양주시 화도읍 경춘로 답내3길 11-4 ,,2022-12-01 오후 01:13:26
0178,남원금강냉동,전북 남원시 충정로 340 ,https://blog.daum.net/realstar01,2022-12-01 오후 01:13:26
0185,냉동공조협동조합,대전 대덕구 대전로 1030 ,ww.naengdong.com/,2022-12-01 오후 01:13:26
0186,네오트(주),인천광역시 서구 단봉로 216번길 20(오류동),www.ineot.com/,2022-12-01 오후 01:13:26
0188,넥스트에너지코리아(주),경기도 광주시 곤지암읍 경충대로 184번길 65,www.nextene.com/kor/,2022-12-01 오후 01:13:26
0193,농기계푸른,경북의성군 의성읍 홍술로 74,agripureun.net/bbs/zboard.php?id=mainp,2022-12-01 오후 01:13:26
0195,(주)농산연구소,경기 용인시 처인구 백암면 고안리 557-17 ,www.nslab.kr/main/main.php,2022-12-01 오후 01:13:26
0198,농정기계,충남 논산시 성동면 금백로 401 ,,2022-12-01 오후 01:13:26
0199,농협무역(주),서울특별시 강동구 올림픽로 48길 7,https://nhtra.co.kr:45869/main/main.html,2022-12-01 오후 01:13:26
0202,뉴동원테크,경북 칠곡군 지천면 금호로 148-23 ,www.xn--vg1bm0af03bf7i85a.com/,2022-12-01 오후 01:13:26
0203,(주)뉴런모터스,광주 광산구 진곡산단 6번로 33 ,newrunmotors.cubrain.co.kr/,2022-12-01 오후 01:13:26
0204,뉴런테크(주)," 광주 광산구 진곡산단6번로 33 (고룡동, (주)뉴런테크)",newrunmotors.machineyh.co.kr/cafe/index.htm,2022-12-01 오후 01:13:26
0208,다목생태기술(주),전남 순천시 주암면 광천리 550-1,damokecotech.com/,2022-12-01 오후 01:13:26
0209,다목에코텍(주),전남 순천시 주암면 주암호길 62-72 ,damokecotech.com/,2022-12-01 오후 01:13:26
0213,다우(주),경남 창녕군 대합면 대합산업단지로 68-51,www.daual.com,2022-12-01 오후 01:13:26
0215,다원테크,충남 충남 천안시 서북구 직산읍 모시1길 25 ,dawontech.machineyh.co.kr/cafe/index.htm,2022-12-01 오후 01:13:26
0216,(주)다이노,경기 김포시 월곶면 대곶로 484번길 43-69 ,www.dino.co.kr,2022-12-01 오후 01:13:26
0218,(주)다이레카,부산 강서구 평강로 11 ,direcar.bizdaara.com/direcar,2022-12-01 오후 01:13:26
0219,다인냉동플랜트(주),"전남 장성군 황룡면 뱃나드리로 95, 1층 ",,2022-12-01 오후 01:13:26
0223,대경ENG,"제주시 첨단로 322(영평동, 디케이비지니스센터)",www.familydk.co.kr/,2022-12-01 오후 01:13:26
0225,대경뉴팜,경북 상주시 만산동 302-1,www.kkbi.co.kr/,2022-12-01 오후 01:13:26
0226,대경산업,경기도 고양시 덕양구 용현로 7 에버그린 빌딩 3층,www.dkinfra.co.kr/,2022-12-01 오후 01:13:26
0227,대경정공(주),대구 동구 안심로55길 6 ,www.casterchamp.com,2022-12-01 오후 01:13:26
0228,대광공업,경남 함안군 칠원읍 용산리 273-1 ,www.dkball.kr/,2022-12-01 오후 01:13:26
0229,대광농기계,충남 천안시 서북구 직산읍 상덕로 209 ,www.dae-kwang.com/,2022-12-01 오후 01:13:26
0231,대광에너지,경남 밀양시 무안면 무안리 749번지,www.daekwangenergy.com,2022-12-01 오후 01:13:26
1735,한신산업,경기도 김포시 대곳면 송마리 488 ,hanshintec.com,2022-12-01 오후 01:13:48
1736,한신정공,충남 천안시 동남구 목천읍 응원1길 92 ,,2022-12-01 오후 01:13:48
1737,한아에스에스(주),광주 광산구 평동산단2번로 233 ,www.hana-ss.co.kr/,2022-12-01 오후 01:13:48
1740,한양농축산,경기 안성시 삼죽면 삼죽로 265-10,,2022-12-01 오후 01:13:48
1741,한양전기기계,경북 상주시 헌신2길 18  (헌신동 572),www.hy2979.com/,2022-12-01 오후 01:13:48
1742,한양테크,대구광역시 북구 연암로 42길 17(산격동 696-8),www.hyte.kr/,2022-12-01 오후 01:13:48
1743,(주)한일공업,경북 경산시 용성면 내촌길 96-65 ,hanil.nso2net.com/,2022-12-01 오후 01:13:48
1744,한일기계,경남 산청군 시천면 송하중태길 1,hi2000.dothome.co.kr/,2022-12-01 오후 01:13:48
1748,한일비엔씨(주),인천 서구 대곡동 21-6 ,https://hanilbnc.modoo.at/,2022-12-01 오후 01:13:48
1749,(주)한일상역,경기 고양시 일산동구 장대길 160-80(장항동) ,https://blog.naver.com/haniltrading (블로그),2022-12-01 오후 01:13:48
1750,한일솔라텍(주),전남 나주시 금천면 촌곡신가길 4 (촌곡리),hanilsolar.com/,2022-12-01 오후 01:13:48
1751,(주)한일에스피,충남 금산군 추부면 신평공단1로 21 ,www.hanilspray.co.kr,2022-12-01 오후 01:13:48
1752,한일전기(주),경기 부천시 중동로 33 (송내동) ,www.hanilelec.co.kr,2022-12-01 오후 01:13:48
1755,한일지엔코(주),전남 장성군 동화면 동화로 342-14(우편물 : 광주 서구 마륵벽진길 120) ,https://gncohi.com/product/list.html?cate_no=25,2022-12-01 오후 01:13:48
1757,(주)한일플랜트,경북 칠곡군 왜관읍 공단로 8길 187 ,,2022-12-01 오후 01:13:48
1758,한전열시스템,부산광역시 사상구 감전1동 128-74,www.hanh.co.kr/ko/index.html,2022-12-01 오후 01:13:48
1764,한창콘베어,대구광역시 서구 장산로 318 (이현동 42-517) ,https://www.conbelt.co.kr/,2022-12-01 오후 01:13:48
1766,한화테크윈(주),경기도 성남시 분당구 판교로 319번길 6 (삼평동),https://www.hanwha-security.com/ko/,2022-12-01 오후 01:13:48
1767,해광삼우F.A,경남 김해시 주촌면 서부로 1637번길 299-55 ,xn--hc0b068apvda23ix7am89cqza.com/,2022-12-01 오후 01:13:48
1772,해송테크,인천 남동구 남동동로 138번길 88 ,,2022-12-01 오후 01:13:48
1774,(주)해아림,"인천 미추홀구 경인로 229(도화동, 인천아이티타워) 1405호 누리아이",https://shop.sunforest.kr/,2022-12-01 오후 01:13:48
1777,해청기계,경북 상주시 헌신공단길 6 ,https://smartstore.naver.com/s2015,2022-12-01 오후 01:13:48
1778,해청농기사,경북 상주시 헌신동 116,hcshop.kr/,2022-12-01 오후 01:13:48
1780,(주)햇살,경북 봉화군 봉화읍 1 농공단지길 68 ,https://blog.naver.com/gethatssal (블로그),2022-12-01 오후 01:13:48
1781,헬셀(주),경기도 하남시 미사대로 520 (덕풍동) 현대지식산업센터한강미사2차 D동 324호,https://www.helsel.co.kr/,2022-12-01 오후 01:13:48
1782,(주)헬퍼로보텍,경남 김해시 유하로226번길 86-8(장유동) ,www.hr24.co.kr/,2022-12-01 오후 01:13:48
1784,헵시바(주),인천광역시 미추홀구 길파로 71번길 86,https://www.hebsiba.co.kr/,2022-12-01 오후 01:13:48
1785,혁신농기계,충남 당진시 합덕읍 성동리 393-2,hyuksin.co.kr/welcome.hs,2022-12-01 오후 01:13:48
1787,현대건설기계(주),"서울 종로구 율곡로 75, 현대빌딩12층 ",www.hyundai-ce.com/ko,2022-12-01 오후 01:13:48
1789,현대기술산업(주),"서울 강동구 성내로6길 31, 예은빌딩 2층 (성내로 6길 31)",www.hyundaiahu.co.kr/html/index.php,2022-12-01 오후 01:13:48
1790,현대농기계,전북 익산시 석암로 13길 78 (팔봉동 836-1번지),https://hd-agrimachine.com/,2022-12-01 오후 01:13:48
1791,현대산업,경북 경산시 와촌면 대동공단길 42-7,www.hyundai-industry.com,2022-12-01 오후 01:13:48
1792,(주)현대스마트냉동,충북 음성군 대소면 한삼로 150-33 ,,2022-12-01 오후 01:13:48
1793,(주)현대에너텍,경기 화성시 마도면 마도로 384-1 ,www.hdenertec.co.kr,2022-12-01 오후 01:13:48
1796,현대중공업(주),울산광역시 동구 방어진순환도로 1000,https://www.hhi.co.kr/,2022-12-01 오후 01:13:48
1797,현일테크(주),"인천 남동구 능허대로 625번길 164(고잔동, 남동공단 121B-1L) ",www.farmcaps.co.kr,2022-12-01 오후 01:13:48
1802,형제파트너,경상북도 구미시 옥계2공단로 73(국가2산업단지) ,www.hjp.kr/,2022-12-01 오후 01:13:48
1803,형주산업,경남 밀양시 산외면 남기동길 73,hj1.kr/,2022-12-01 오후 01:13:48
1805,(주)혜송,충북 영동군 양강면 과목리 681-1,www.farmvas.com/,2022-12-01 오후 01:13:48
1806,(주)혜지교역,서울특별시 송파구 충민로 10 (문정2동 292번지) 가든파이브툴 3층 C동 04/05/06호,www.craftsman.co.kr/,2022-12-01 오후 01:13:48
1807,(유)호남산업,전북 김제시 공덕면 청공로 712,www.honameng.co.kr/,2022-12-01 오후 01:13:48
1808,호동전자(주),대구 달서구 월암동 920-5번지,www.ionsaem.kr.ecplaza.net/,2022-12-01 오후 01:13:48
1810,(주)호범,경북 예천군 예천읍 봉덕로 14 ,,2022-12-01 오후 01:13:48
1811,호산테크(주),충북 옥천군 옥천읍 옥천농공길 53-4 ,hosan.info/,2022-12-01 오후 01:13:48
1812,(주)호암엔지니어링,전북 정읍시 태인면 태인공단1길 122 ,www.hoameng.com/,2022-12-01 오후 01:13:48
1814,홈앤가든(주),서울 영등포구 도신로 65길 8 (신길동),www.hngmall.co.kr/,2022-12-01 오후 01:13:48
1815,홍주위탁영농,충남 홍성군 홍성읍 소향길50번길 53 ,,2022-12-01 오후 01:13:48
1817,(주)화경인더스,경기도 하남시 미사강변중앙로7번안길 25 (풍산동) 유테크밸리 D동 401호,hwakyoung.com/,2022-12-01 오후 01:13:48
1820,화동화학,대구 달성군 옥포면 비슬로 387길 20 ,,2022-12-01 오후 01:13:48
1821,화성기계,충남 금산군 복수면 복수공단길 39 화성기계,www.xn--989az0a803bn3t.kr/,2022-12-01 오후 01:13:48
1822,(주)화성이엔지,"경기도 시흥시 마유로92번길 92, 326호(정왕동, 시화공단 3마) ",whaseng.com/,2022-12-01 오후 01:13:48
1823,화신농건(주),경기도 남양주시 경춘로 368 (다산동 668-3) 브릭스타워 702호호 ,www.whashinagri.co.kr/whashin/,2022-12-01 오후 01:13:48
1825,화인에너지(주),충청남도 금산군 추부면 추풍로 295,https://fineenergy.modoo.at/,2022-12-01 오후 01:13:48
1826,화인코왁(주),경기도 화성시 마도면 마도공단로5길 48,www.finekowac.com/en/index.html,2022-12-01 오후 01:13:48
1827,화인테크(주),경기 부천시 부천로198번길 18,www.fine-tech.com,2022-12-01 오후 01:13:48
1831,황금파종기,경기도 평택시 오성면 서동대로 2042,www.pajong.co.kr/,2022-12-01 오후 01:13:48
1832,황소건설기계(주),"경기 양주시 평화로 1800 (회정동), 경기 포천시 소홀읍 호국로 564",www.1800-1514.ezbuilder.co.kr/,2022-12-01 오후 01:13:48
1833,(주)황소농기계,대구 달성군 현풍읍 테크노대로2길 25 ,hwangso.kr/default/mp2/mp2_sub6.php?sub=06,2022-12-01 오후 01:13:48
1834,황조(주),경북 경주시 안강읍 두류길 149(주)황조,www.hwangjo.co.kr,2022-12-01 오후 01:13:48
1836,(주)효성산업,경북 성주군 대가면 참별로 2274 ,https://bbig10.wixsite.com/hyosung,2022-12-01 오후 01:13:48
1837,효성에너텍,충청북도 청주시 서원구 대원로 1(사직동),www.hse.kr/main.php,2022-12-01 오후 01:13:48
1839,효성테크,부산 강서구 녹산산단261로13번길 41,,2022-12-01 오후 01:13:48
1840,(주)효정산업,경남 사천시 축동면 서삼로 1189 ,www.hyojungi.com/,2022-12-01 오후 01:13:48
1842,효창위드유,경상북도 칠곡군 왜관읍 공단로13길 25,hcw21.co.kr/index.html,2022-12-01 오후 01:13:48
0232,(주)대광정밀,전북 남원시 광치산업1길 30-2 ,https://www.dksr.co.kr/,2022-12-01 오후 01:13:26
0233,(주)대광파워텍,경기 화성시 서신면 제부로654번길 46-16 ,,2022-12-01 오후 01:13:26
0235,대구테크,대구 중구 태평로 270 ,,2022-12-01 오후 01:13:26
0236,대구특수기공사,대구 북구 침산동750-1번지,www.dasmac.co.kr,2022-12-01 오후 01:13:26
0237,(주)대길,대구 달성군 옥포면 본리로 15-18 ,,2022-12-01 오후 01:13:26
0239,대농엔지니어링,경북 경산시 용성면 원효로 1261-7 ,dneng.co.kr,2022-12-01 오후 01:13:26
0240,(주)대덕따슴이,대전 대전 동구 곤룡로 68-12 ,www.daedukse.com,2022-12-01 오후 01:13:26
0241,대덕테크,경북 고령군 성산면 성산로 804 ,,2022-12-01 오후 01:13:26
0242,(주)대도엔텍,경기 고양시 일산동구 호수로358-39 412호 ,,2022-12-01 오후 01:13:26
0243,대동공업(주),대구광역시 달성군 논공읍 논공중앙로34길 35,https://ko.daedong.co.kr/,2022-12-01 오후 01:13:26
0244,대동광주기계,경기도 광주시 155,https://ko.daedong.co.kr/,2022-12-01 오후 01:13:26
0245,신대동기계,경북 칠곡군 동명면 경북대로 873 ,https://shindaedong.modoo.at/,2022-12-01 오후 01:13:26
0247,대동기업사,대구 북구 노원로1길 94-9 (노원동3가) ,www.daedongfan.com,2022-12-01 오후 01:13:26
0248,대동냉동산업,"대구광역시 수성구 수성로12길 15, B동 201호",xn--o30b05bwsu6p.com/,2022-12-01 오후 01:13:26
0249,대동농기계산업,대구광역시 달성군 논공읍 논공중앙로 34길 35 ,https://ko.daedong.co.kr/,2022-12-01 오후 01:13:26
0251,대동산업,경북 칠곡군 약목면 복성10길9 ,,2022-12-01 오후 01:13:26
0252,대동엔지니어링(주),경상북도 구미시 공단2동 260-10,daedonginc.com/,2022-12-01 오후 01:13:27
0253,대동전기(주),대구광역시 서구 염색공단천로 14길 11(비산동) ,ddem.co.kr/index.html,2022-12-01 오후 01:13:27
0255,대동테크,경북 경산시 하양읍 지식산업1로 95 ,www.ddtech.co.kr,2022-12-01 오후 01:13:27
0256,(주)대동프리저,경기 김포시 대곶면 대명항로 508-23 ,,2022-12-01 오후 01:13:27
0258,(주)대륙기계,경북 의성군 봉양면 농공마전길 32-11 ,,2022-12-01 오후 01:13:27
0259,대륜산업(주),전북 완주군 봉동읍 완주산단7로 115 ,,2022-12-01 오후 01:13:27
0260,대림ENG,서울특별시 동작구 신대방동 395-73,www.daerimeng.kr/www/,2022-12-01 오후 01:13:27
0262,대림기계,경삭북도 경산시 하양읍 가마실길 50,daerim119.com/,2022-12-01 오후 01:13:27
0263,(주)대림농자재,경북 성주군 선남면 나선로 1030-8 ,,2022-12-01 오후 01:13:27
0266,대명,서울특별시 금천구 두산로 39(서울특별시 금천구 독산동 302-10 대명빌딩),dmcq.co.kr/,2022-12-01 오후 01:13:27
0267,대명산업,충남 천안시 동남구 풍세면 풍세산단2로 27 ,,2022-12-01 오후 01:13:27
0269,(주)대명테크놀,경북 성주군 성주읍 성산9길 83 ,,2022-12-01 오후 01:13:27
0270,대명파워솔라(주),서울특별시 중랑구 상봉로 56 1f ,https://powerled.co.kr/,2022-12-01 오후 01:13:27
0271,대산이엔지,서울시 중구 충무로9길 29 우리빌딩 4층 (을지로 3가),www.daesanlab.co.kr/,2022-12-01 오후 01:13:27
0273,(주)대상이앤씨,전남 장성군 황룡면 추암로 79 ,,2022-12-01 오후 01:13:27
0275,대선정밀,경기도 파주시 파주읍 성현로 60-17,www.daesungpr.co.kr/main/index.php,2022-12-01 오후 01:13:27
0276,대성ENG,경북 칠곡군 지천면 신동로5길 59 ,,2022-12-01 오후 01:13:27
0277,대성공사,부산시 사하구 장평로 장평로 286-1 암호빌딩 2층 ,www.daesungcp.com/,2022-12-01 오후 01:13:27
0278,대성공조,경기도 광명시 노온사동 912번지,www.dsac.co.kr/,2022-12-01 오후 01:13:27
0279,대성기계,강원 철원군 동송읍 골말길 28 ,,2022-12-01 오후 01:13:27
0281,(주)대성기연,경기 파주시 파주읍 성현로 60-17 ,,2022-12-01 오후 01:13:27
0283,대성농기계,충북 청주시 상당구 가덕면 단재로 1682-15 ,www.daesungs.co.kr,2022-12-01 오후 01:13:27
0285,대성산업ENG,경기 화성시 마도면 쌍송북로 64-16 ,,2022-12-01 오후 01:13:27
0287,(주)썬빅대성에너텍,"경기 시흥시 마유로 42번길 75-1, 3바 302-2호 ",www.daesungenertec.co.kr/,2022-12-01 오후 01:13:27
0288,(유)대성이엔지,전북 정읍시 북면 정신로 84 ,,2022-12-01 오후 01:13:27
0289,대성이엔티,경기도 용인시 처인구 이동읍 덕성산단1로 28번길 14,www.dsent.kr/inc_html/index.html,2022-12-01 오후 01:13:27
0292,대성중공업(주),전라남도 영암군 삼호읍 나불로 235,www.mdshi.com/,2022-12-01 오후 01:13:27
0293,대성축산기계,경기 양주시 백석읍 부흥로910번길 134 ,,2022-12-01 오후 01:13:27
0294,대성특수플라우,충청북도 청원군 오창읍 중부로 1435,daes.co.kr/,2022-12-01 오후 01:13:27
0296,(주)대신에이씨엠,경북 예천군 보문면 산단길 14-5 가동 ,,2022-12-01 오후 01:13:27
0297,대신정공(주),경남 진주시 동진로 335번길 13 ( 상대동),idaeshin.co.kr/,2022-12-01 오후 01:13:27
0300,대양이앤브이,경북 경산시 남산면 반지길 116-43 ,,2022-12-01 오후 01:13:27
0301,대연산업,광주 광산구 목련로219번길 102-35 ,,2022-12-01 오후 01:13:27
0304,대영산업(주),경기도 화성시 팔탄면 화당길61 B동 대영테크,d-youngnct.com/,2022-12-01 오후 01:13:27
0306,대영지에스(주),대구 수성구 지범로 78 ,,2022-12-01 오후 01:13:27
0308,대우기공,인천광역시 계양구 효성2동 200-5 이백빌딩 2층 ,daewoomm.co.kr/main/sub/product/process.html,2022-12-01 오후 01:13:27
0309,대우사,전북 익산시 목천로2길 95,xn--vk1b82x8te.xn--3e0b707e/,2022-12-01 오후 01:13:27
0310,대우정공,경북 칠곡군 지천면 지천로 487-2 ,,2022-12-01 오후 01:13:27
0312,대원GSI(주),경상북도 칠곡군 왜관읍 아곡6길 42,www.daewon.com/,2022-12-01 오후 01:13:27
0314,대원정공(주),전북 임실군 덕치면 인덕로 1036 ,www.daewoen.com,2022-12-01 오후 01:13:27
0315,(주)대원지에스아이,경북 칠곡군 왜관읍 아곡6길 42 ,www.daewon.com,2022-12-01 오후 01:13:27
0318,대일상사,경북 경산시 경안로48길 17 ,,2022-12-01 오후 01:13:27
0319,대일정밀,대구 북구 노원동로12길 40 ,-,2022-12-01 오후 01:13:27
0320,대자연산업(주),"충청북도 옥천군 옥천읍 금장로 95 ,101호",dzy.co.kr/p0104.php,2022-12-01 오후 01:13:27
0321,대전공업(주),경상남도 김해시 진례면 고모로 496,kor.daechun.co.kr/,2022-12-01 오후 01:13:27
0322,대전기계공업(주),경기 평택시 서탄면 수월암4길 239 ,,2022-12-01 오후 01:13:27
0323,대주산업기계,대구 달성군 유가읍 테크노순환로4길 25,https://www.djair.co.kr/main/,2022-12-01 오후 01:13:27
0324,대주테크,서울시 광진구 구의 강변로 44 남전빌딩(구의동 594-4),www.daejooinc.com/index.php,2022-12-01 오후 01:13:27
0326,대지하이텍,경북 고령군 성산면 어곡리 27 ,,2022-12-01 오후 01:13:27
0327,(주)대진냉동,충북 음성군 대소면 한삼로 107-6 ,,2022-12-01 오후 01:13:27
0328,대진기계,부산광역시 사상구 낙동대로 1238(삼락동 416-30번지),www.grindingmc.com/,2022-12-01 오후 01:13:27
0329,대진정공(주),전라북도 완주군 봉동읍 완주산단2로 273,djgmotors.com/,2022-12-01 오후 01:13:27
0330,대창기계,인천광역시 남동구 능허대로 577번길 133,daechangdcm.co.kr/,2022-12-01 오후 01:13:27
1844,후레쉬팜(주),경기 평택시 진위면 하북리 186-4번지(1층),https://cafe.naver.com/fanstar1200 (블로그),2022-12-01 오후 01:13:48
1845,휴먼종합개발(주),"강원도 원주시 시청로 24, 더큼프라자 7층",www.humandc.com/,2022-12-01 오후 01:13:48
1846,(주)911흙사랑,경기 평택시 서탄면 서탄로 294 ,www.powerspray.net,2022-12-01 오후 01:13:48
1847,흥농피앤디,경북 상주시 경상대로 2697-7 ,,2022-12-01 오후 01:13:48
1848,흥성공업(주),충남 아산시 도고면 온천대로 160,www.heungseong.co.kr/,2022-12-01 오후 01:13:48
1852,카고텍코리아(주),충북 청주시 흥덕구 강내면 황탄리길 64,www.hiab.co.kr/,2022-12-01 오후 01:13:48
1853,히타엔지니어링,부산 강서구 대저로 155번길 105-18 ,,2022-12-01 오후 01:13:48
1855,지아이조경건설(주),부산광역시 해운대구 센텀2로 33 센텀뷰라움 2306호,gilandscape.com/,2022-12-01 오후 01:13:48
1860,(유)동아하이테크,전북 군산시 산단남북로 70 ,,2022-12-01 오후 01:13:48
1861,(유)인성테크,전남 광양시 눈소로 13(마동) ,,2022-12-01 오후 01:13:48
1862,(주)그린모빌리티,대구 달성군 구지면 국가산단서로50길 5 ,,2022-12-01 오후 01:13:48
1864,(주)나우이엔에스,경남 김해시 진례면 테크노밸리1로 20-20 ,,2022-12-01 오후 01:13:48
1867,(주)뉴택,대구 달성군 구지면 달성2차 3로 53 ,,2022-12-01 오후 01:13:48
1868,(주)대동,서초구 서초구 남부순환로 2493 ,www.daedong.co.kr,2022-12-01 오후 01:13:48
1870,(주)대동모빌리티,경기 안성시 대덕면 서동대로 4867-11 ,www.hanchain.co.kr,2022-12-01 오후 01:13:48
1871,(주)대륙,전남 함평군 해보면 해보농공길 7-30 ,,2022-12-01 오후 01:13:48
1873,(주)대풍이브이자동차,전남 영광군 대마면 전기차로133 ,,2022-12-01 오후 01:13:48
1874,(주)대흥금속,충남 아산시 신창면 학성로 82 ,,2022-12-01 오후 01:13:48
1875,(주)더블유엔에스,경기 양평군 양평읍 양근로 463 ,,2022-12-01 오후 01:13:48
1876,(주)만물공작소,경남 사천시 정동면 풍정길 5-2 ,,2022-12-01 오후 01:13:48
1879,(주)바이에스투,"서울 서초구 효령로 60길 23-9, 1층 ",www.bysto.co.kr,2022-12-01 오후 01:13:48
1880,(주)바이오냉동산업,제주 제주시 한림읍 광산로 345-16 ,,2022-12-01 오후 01:13:48
1881,(주)바이오라인,"전북 전주시 덕진구 반룡로 111, 전자부품연구원 IT동 201호 ",,2022-12-01 오후 01:13:48
1883,(주)보경팜테크,경북 경산시 와촌면 하양로 471 ,,2022-12-01 오후 01:13:48
1884,(주)보성,"인천 남동구 남촌동 630-3, 43블록 7롯트 ",https://beamrc.co.kr/,2022-12-01 오후 01:13:48
1885,(주)부산공조,경남 김해시 유하로226번길 90-6 ,,2022-12-01 오후 01:13:48
1886,(주)비디이엔지,전남 장성군 동화면 전자농공단지1길 12 ,,2022-12-01 오후 01:13:48
1887,(주)사이언스테크,충남 천안시 동남구 풍세면 하도1길 55-39 ,,2022-12-01 오후 01:13:48
1888,(주)선플러스,부산 수영구 수미로 26번길 69 ,,2022-12-01 오후 01:13:48
1889,(주)성구산업,경기 부천시 연동로 132번길 17-12 ,,2022-12-01 오후 01:13:48
1890,(주)성도하이테크,"경북 안동시 풍산읍 괴정2길 106-17, 403동-404동 ",sungdoland.co.kr,2022-12-01 오후 01:13:48
1894,(주)신기,충남 천안시 서북구 성거읍 봉주로 179 ,,2022-12-01 오후 01:13:48
1897,(주)아그로스,경기 안성시 미양면 서변1길 52 ,www.ansung.co.kr,2022-12-01 오후 01:13:48
1899,(주)아이토브,울산 북구 농공단지4길 40 ,,2022-12-01 오후 01:13:48
1900,(주)아이티,경북 김천시 농공단지2길 71(신음동) ,www.inte.co.kr,2022-12-01 오후 01:13:48
1901,(주)아이팩글로벌,경기 화성시 장안면 석포로325-15 ,,2022-12-01 오후 01:13:48
1905,(주)에스에스에너지,"인천 부평구 부평북로236번길 12, 2층 ",,2022-12-01 오후 01:13:48
1906,(주)에스엠소프트,전남 나주시 도민길 50 ,,2022-12-01 오후 01:13:48
1907,(주)에이엠시스템,대전 유성구 가정북로 96 405호 ,www.amsystem11.com,2022-12-01 오후 01:13:48
1909,홈넷홈(주),"서울 영등포구 양산로43, 301호 ",,2022-12-01 오후 01:13:48
1911,(주)에이치비,전남 영광군 대마면 전기차1로 133 ,,2022-12-01 오후 01:13:48
1912,(주)에이치케이엠,"인천 남동구 앵고개로449번길 91, 2층 ",,2022-12-01 오후 01:13:48
1915,(주)엠씨바이오텍,전남 곡성군 입면 437 바이오융합 창업보육센터 101-C호 ,,2022-12-01 오후 01:13:48
1916,(주)오투엔비,"서울 금천구 가산동 327-32, 대륭테크노타운 12차 401호 ",,2022-12-01 오후 01:13:48
1917,(주)원강바이오,"경기 하남시 조정대로 150, 445호 ",,2022-12-01 오후 01:13:48
1918,(주)이상플랜트,대구 달서구 성서로5길 111 ,,2022-12-01 오후 01:13:48
1919,(주)이오스하이텍,강원 원주시 문막읍 원문로2146 ,,2022-12-01 오후 01:13:48
1922,(주)자연,전남 장흥군 장흥읍 제암산길32 ,,2022-12-01 오후 01:13:48
1924,(주)제인모터스,대구 달성군 구지면 국가산단대로33길 40 ,,2022-12-01 오후 01:13:48
1925,(주)제일산업,경기 광주시 곤지암읍 신대길 183-34 ,,2022-12-01 오후 01:13:48
1927,(주)중부판넬,충남 금산군 복수면 복수공단길 11 ,,2022-12-01 오후 01:13:48
1928,(주)청운,경남 함안군 칠서면 공단북안길 61 ,,2022-12-01 오후 01:13:48
1929,(주)캡스타,"경기 안산시 단원구 신원로133번길 44, 2동201호 ",,2022-12-01 오후 01:13:48
